,file,parsed,entities,labels,position_start,position_end,has_terms
PMC7908724,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7908724\sections\1_body\1_methods\5_data_analysis\2_qualitative_data\1_p.xml,"A phenomenological hermeneutical approach, with a focus on the essence and the underlying meaning in the lived experience of receiving RT, will be applied [
 ",[RT],['ORG'],[135],[137],False
PMC7908915,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7908915\sections\1_body\4_eligibility\5_trial_treatment\1_control_arm__soc_\1_p.xml,"SOC systemic treatment regimen is determined by the treating clinician and will be declared upfront prior to randomisation. The decision as to which SOC systemic treatment is initiated should be made with reference to the current National Institute for Health and Care Excellence (NICE) and regional National Health Service (NHS) clinically commissioned guidelines.
 ","[National Institute for Health and Care Excellence, National Health Service]","['ORG', 'ORG']","[230, 300]","[279, 323]",False
PMC7923597,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7923597\sections\1_body\2_results\3_survival_and_recurrence\1_p.xml,"The follow-up time ranged from 36 to 48 months (median: 37 months). 3-year overall survival rate of the whole cohort was 92, 87.9% in experimental group and 100% in control group respectively (
 ","[36, 48, 37 months, 3-year, 92, 87.9%, 100%]","['CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'DATE', 'PERCENT', 'PERCENT']","[31, 37, 56, 68, 121, 125, 157]","[33, 39, 65, 74, 123, 130, 161]",False
PMC7925935,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7925935\sections\1_body\4_methods_and_analysis\4_interventions\3_software_based_fusion_tar\1_p.xml,"The software-based fusion-targeted biopsy will be performed with the MIM symphony software by taking two-dimensional mpMRI images to create a three-dimensional map then be fused with the ultrasound images. Each suspicious area with a PI-RADS score equal to or more than 3 will be performed a three-core biopsy by one urologist, which will be followed with a 20-region template-guided biopsy by another. Also, whoever performs the targeted biopsy will be randomised.","[MIM, two, three, PI, more than 3, three, one, 20]","['ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL']","[69, 101, 142, 234, 260, 292, 313, 358]","[72, 104, 147, 236, 271, 297, 316, 360]",False
PMC7937420,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7937420\sections\1_body\2_results\5_postoperative_chemotherap\1_p.xml,"Postoperative adjuvant chemotherapy with S-1 was administered to 27 of the 29 patients who underwent R0 resection. Two patients with R0 resection and 1 with R1 refused additional treatment (
 ","[27, 29, R0, Two, R0, 1, R1]","['CARDINAL', 'CARDINAL', 'LOC', 'CARDINAL', 'LOC', 'CARDINAL', 'CARDINAL']","[65, 75, 101, 115, 133, 150, 157]","[67, 77, 103, 118, 135, 151, 159]",False
PMC7941711,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7941711\sections\1_body\1_methods_design\5_statistical_design_and_sa\1_p.xml,"This aim of this study is to estimate the 2 year relapse-free survival rate (RFS) for each study arm with sufficient clinical precision. The statistical comparison of the difference in RFS between the two arms is not a primary aim. We designed the sample size to estimate the 2-year-RFS with the accuracy determined to be the width of the 95% confidence interval for the 2 year-RFS to be less than 20%. The 2-year RFS was expected to be 65%. Assuming an estimate at the 95% confidence interval for the 2 year-RFS with the Wilson’s method, 84 patients are necessary for each arm. Estimating around 10% drop outs, we set the total number of patients to be 190. The above sample size was set to assure the statistical power to quantitatively compare the primary point between the arms. The primary goal of this study is to evaluate the clinical significance of the S1 monotherapy by integrating the observed data of the RFSs, QOL and adverse events of the two arms.","[2 year, two, 2-year-RFS, 95%, 2 year-RFS, less than 20%, 2-year, RFS, 65%, 95%, 2 year-RFS, Wilson’s, 84, around 10%, 190, S1, QOL, two]","['DATE', 'CARDINAL', 'DATE', 'PERCENT', 'DATE', 'PERCENT', 'DATE', 'PERSON', 'PERCENT', 'PERCENT', 'DATE', 'ORG', 'CARDINAL', 'PERCENT', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL']","[42, 201, 276, 339, 371, 388, 407, 414, 437, 470, 502, 522, 539, 590, 654, 862, 923, 953]","[48, 204, 286, 342, 381, 401, 413, 417, 440, 473, 512, 530, 541, 600, 657, 864, 926, 956]",False
PMC7959195,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7959195\sections\2_back\6_disclosure\1_p.xml,The authors declare that they have no competing interests.,[],[],[],[],False
PMC7968200,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7968200\sections\1_body\1_methods\6_statistical_analysis\1_p.xml,"The data in this study were analyzed for differences using the chi-square test or Fisher’s exact test. Differences in mean values were assessed using the Mann–Whitney U test. We used SPSS Statistics for Windows, version 19. 0 (IBM Corp., Armonk, NY, USA). 
 ","[Fisher’s, Mann, SPSS Statistics, 19, 0, IBM Corp., Armonk, USA]","['ORG', 'ORG', 'ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'GPE', 'GPE']","[82, 154, 183, 220, 224, 227, 238, 250]","[90, 158, 198, 222, 225, 236, 244, 253]",False
PMC7969308,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7969308\sections\1_body\4_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC7976658,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7976658\sections\1_body\2_results\3_short_term_outcomes\1_p.xml,"Patients in the APER groups had a significantly longer length of primary hospital stay compared to LAR patients, p < 0.001. Overall, the post-operative complications rate was higher in the APER group compared to the LAR group, p = 0.028, see Table 
 ","[APER, APER, LAR]","['ORG', 'ORG', 'GPE']","[16, 189, 216]","[20, 193, 219]",False
PMC7982173,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7982173\sections\1_body\3_author_contributions\1_p.xml,"
 ",[],[],[],[],False
PMC7988931,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7988931\sections\1_body\1_methods_design\9_statistical_analysis\1_p.xml,"Statistical analyses will include an intent to treat (ITT) analysis including all participants enrolled and a per protocol analysis using all participants who complete the study without major protocol violations. Descriptive analyses will be performed by cross-tabulating relevant predictors (e.g. demographic variables) and endpoints. Appropriate statistical tests will be carried out, such as Fisher’s exact test for categorical variables and Wilcoxon tests for continuous variables. Univariable regression analyses will also be performed to estimate regression coefficients and their 95% confidence intervals. Data analysis will occur when the study is complete. Interim analyses of safety data will be conducted at the end of FU1 and at the end of FU2. The comprehensive statistical analysis plan will be finalised prior to the final analysis.","[ITT, Fisher’s, Wilcoxon, 95%]","['ORG', 'ORG', 'ORG', 'PERCENT']","[54, 395, 445, 587]","[57, 403, 453, 590]",False
PMC7989018,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7989018\sections\1_body\1_methods_design\19_statistical_consideration\4_analysis_plan\1_p.xml,Only one analysis is planned for the study. The analysis will be performed at the completion of the study assessing all trial endpoints.,[Only one],['CARDINAL'],[0],[8],False
PMC7989075,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7989075\sections\1_body\1_methods\3_treatment\3_surgery__both_groups\1_p.xml,"Patients are eligible for a surgical exploration if they have non-metastatic resectable or borderline resectable disease on restaging CT-scan of the chest and abdomen. Surgery is performed 3 to 6 weeks after completion of chemotherapy. Surgery starts with a staging laparoscopy (during the same surgical procedure), followed by the standard surgical exploration and resection depending on the location of the tumor. Postoperative complications are defined according to the Clavien-Dindo classification and definitions of post-pancreatic surgery complications (i.e. pancreatic fistula, delayed gastric emptying, and bleeding) according to the International Study Group of Pancreatic Surgery (ISGPS), recorded until 90 days after surgery [
 ","[Surgery, 3, 6 weeks, Clavien-Dindo, the International Study Group of Pancreatic, 90 days]","['PERSON', 'CARDINAL', 'DATE', 'ORG', 'ORG', 'DATE']","[168, 189, 194, 473, 638, 714]","[175, 190, 201, 486, 681, 721]",False
PMC7993897,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7993897\sections\1_body\2_study_endpoints_and_analy\2_secondary_endpoints\2_control_group\1_p.xml,"For statistical analyses, the results will be compared with a well-defined historical cohort of first-line treatment with pembrolizumab in advanced melanoma (KEYNOTE-006) [
 ",[first],['ORDINAL'],[96],[101],False
PMC8019218,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8019218\sections\1_body\3_results\4_relationship_between_acrc\9_p.xml,"Also, the OS was the same between OX and IRI groups in all aCRCS (Figure 
 ","[OX, IRI]","['ORG', 'ORG']","[34, 41]","[36, 44]",False
PMC8039043,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8039043\sections\2_back\2_disclosure\1_p.xml,The authors report no conflicts of interest in this work.,[],[],[],[],False
PMC8048078,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8048078\sections\1_body\1_methods_design\2_study_design\7_statistics_and_sample_siz\6_protocol_amendments\1_p.xml,"The trial protocol will be amended only through approval by the principal investigator (current version: 1.0, protocol date July 28, 2020). It will be the responsibility of the principal investigator to disseminate amendments to co-investigators, the research ethics board and trial registries. Authorship of the trial abstract and manuscript will be decided by the principal investigator at the time of submission.","[1.0, protocol date July 28, 2020]","['CARDINAL', 'DATE']","[105, 110]","[108, 137]",True
PMC8052020,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8052020\sections\1_body\4_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC8061218,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8061218\sections\1_body\1_methods_design\6_intervention\5_critical_structures_delin\3_experimental_arm__vc_rt_\1_p.xml,Doses to other organs should be minimized and documented.,[],[],[],[],False
PMC8078272,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8078272\sections\1_body\3_author_contributions\1_p.xml,"
 ",[],[],[],[],False
PMC8078395,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8078395\sections\1_body\5_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC8088944,D:\main_projects\repositories\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC8088944\sections\2_back\1_data_availability_stateme\1_p.xml,The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request.,[],[],[],[],False
