,file,parsed,entities,labels,position_start,position_end
PMC7158757,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7158757\sections\1_body\4_ethics_statement\1_p.xml,"The animal study was done according to the Principle of Laboratory Animal Care (NIH Publication No. 85-23, revised 1985). The protocol was approved by the Animal Ethics Committee of Xinxiang Medical University.","[the Principle of Laboratory Animal Care, 85, 1985, the Animal Ethics Committee of Xinxiang Medical University]","['ORG', 'CARDINAL', 'DATE', 'ORG']","[39, 100, 115, 151]","[78, 102, 119, 209]"
PMC7174509,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7174509\sections\1_body\6_ethics_statement\1_p.xml,"Animal treatment protocols were approved by, and conducted in accordance with, animal welfare regulations of the Institutional Animal Care and Use Committee of the Medical College of Georgia.","[the Institutional Animal Care and Use Committee of the Medical College of, Georgia]","['ORG', 'GPE']","[109, 183]","[182, 190]"
PMC7193700,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7193700\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Institutional Review Board and Ethics Committee of Henan University. The patients/participants provided their written informed consent to participate in this study.,"[The Institutional Review Board, Ethics Committee of Henan University]","['ORG', 'ORG']","[71, 106]","[101, 142]"
PMC7198785,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7198785\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethical committee of Northern and Central Switzerland (2015-00191). The patients/participants provided their written informed consent to participate in this study.,"[Ethical, Central Switzerland, 2015-00191]","['ORG', 'LOC', 'DATE']","[71, 105, 126]","[78, 124, 136]"
PMC7201129,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7201129\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee for Human Medical Research (KU Leuven). The patients/participants provided their written informed consent to participate in this study.,"[Ethics, Human Medical Research]","['ORG', 'ORG']","[71, 92]","[77, 114]"
PMC7203781,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7203781\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Landesamt für Gesundheit und Soziales Berlin (LAGeSo) Turmstr. 21 10559 Berlin Germany.,"[Landesamt, Soziales Berlin, 21 10559, Berlin Germany]","['PERSON', 'GPE', 'DATE', 'GPE']","[46, 75, 109, 118]","[55, 90, 117, 132]"
PMC7206980,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7206980\sections\1_body\5_ethics_statement\1_p.xml,"The Erasmus MC Medical Ethics Committee approved this availability without the need for informed consent, based on the use of fully anonymized remaining diagnostic material without the patient being subjected to additional risk or medical procedures. All animal experiments were approved by the Erasmus MCs Animal Ethics Committee.",[],[],[],[]
PMC7214627,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7214627\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics Committees of Daping Hospital, Army Medical University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Ethics Committees of Daping Hospital, Army Medical University.","[Ethics Committees of Daping Hospital, Army Medical University, Ethics Committees of Daping Hospital, Army Medical University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 109, 276, 314]","[107, 132, 312, 337]"
PMC7214803,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7214803\sections\1_body\5_ethics_statement\1_p.xml,This study involve the use of human tissue collected from spontaneous miscarriages; tissue procurement was approved by the Ethical Commitee of Umbria’ Health Institutes (CEAS) and with written consent of mother.,[the Ethical Commitee of Umbria’ Health Institutes (CEAS],['ORG'],[119],[174]
PMC7220991,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7220991\sections\1_body\6_ethics_statement\1_p.xml,"The study involving human participants was reviewed and approved by Cantonal Ethics Committee, Stampfenbachstrasse 121, 8090 Zurich, Switzerland (BASEC 2017-00128). The participants provided their written informed consent to participate in this study.","[Cantonal Ethics Committee, Stampfenbachstrasse, 121, 8090 Zurich, Switzerland, 2017-00128]","['ORG', 'GPE', 'CARDINAL', 'LOC', 'GPE', 'DATE']","[68, 95, 115, 120, 133, 152]","[93, 114, 118, 131, 144, 162]"
PMC7221066,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7221066\sections\1_body\5_ethics_statement\1_p.xml,"Our study involving human participants was reviewed and approved by the Human Research Ethics Committee affiliated to the Northern Sydney Local Health District, New South Wales government, Australia. The ethics committee reference number: RESP/15/314. The patients/participants provided their written informed consent to participate in this study.","[the Human Research Ethics Committee, the Northern Sydney Local Health District, Australia]","['ORG', 'ORG', 'GPE']","[68, 118, 189]","[103, 159, 198]"
PMC7237746,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7237746\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee Jiangsu University. The patients/participants provided their written informed consent to participate in this study.,[the Ethics Committee Jiangsu University],['ORG'],[71],[110]
PMC7243121,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7243121\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethikkommission RUB. The patients/participants provided their written informed consent to participate in this study.,[the Ethikkommission RUB],['ORG'],[71],[94]
PMC7261916,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7261916\sections\1_body\5_ethics_statement\1_p.xml,The animal studies were reviewed and approved by the University of Pennsylvania Institutional Animal Care and Use Committee and the University of Maryland Baltimore Institutional Animal Care and Use Committee.,"[the University of Pennsylvania Institutional Animal Care and Use Committee, the University of Maryland Baltimore Institutional Animal Care]","['ORG', 'ORG']","[49, 128]","[123, 190]"
PMC7263060,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7263060\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethical committee of Santa Chiara Hospital. The patients/participants provided their written informed consent to participate in this study.,"[Ethical, Santa Chiara Hospital]","['ORG', 'ORG']","[71, 92]","[78, 113]"
PMC7272706,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7272706\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethical Commitee University of Rome Policlinico “Tor Vergata” number prot.0013157/2015. The patients/participants provided their written informed consent to participate in this study.,[the Ethical Commitee University of Rome Policlinico],['ORG'],[71],[122]
PMC7273963,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7273963\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Danish National Committee on Health Research Ethics (H-15005137). The patients/participants provided their written informed consent to participate in this study.,[Danish National Committee on Health Research Ethics],['ORG'],[71],[122]
PMC7287171,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7287171\sections\1_body\6_ethics_statement\1_p.xml,"The study involving human participants was approved by the Medical Ethics Committee at the Medical School, “G. d’Annunzio” University of Chieti-Pescara, Chieti, Italy (n°266 17 April 2014) and it is in accordance with the Declaration of Helsinki. All the subjects that were involved in the study gave their informed consent.","[the Medical Ethics Committee, the Medical School, Chieti, Italy, 17 April 2014, the Declaration of Helsinki]","['ORG', 'ORG', 'GPE', 'GPE', 'DATE', 'WORK_OF_ART']","[55, 87, 153, 161, 174, 218]","[83, 105, 159, 166, 187, 245]"
PMC7314920,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7314920\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Care Committee of the Ottawa Hospital Research Institute. Written informed consent was obtained from the owners for the participation of their animals in this study. The studies involving human participants were reviewed and approved by Ottawa Health Science Network Research Ethics Board. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,"[the Animal Care Committee of, the Ottawa Hospital Research Institute, Ottawa Health Science Network Research Ethics Board]","['ORG', 'ORG', 'ORG']","[46, 75, 294]","[74, 113, 345]"
PMC7324629,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7324629\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Temple University Animal Care and Use Committee.,[Temple University Animal Care and Use Committee],['ORG'],[46],[93]
PMC7326058,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7326058\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Subcommittee on Research and Animal Care (SRAC) of Central South University.,"[the Subcommittee on Research and Animal Care (SRAC, Central South University]","['ORG', 'ORG']","[46, 101]","[96, 125]"
PMC7327117,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7327117\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Ethics Committee of Vinmec International General Hospital Joint Stock Company. The patients/participants provided their written informed consent to participate in this study.,[The Ethics Committee of Vinmec International General Hospital Joint Stock Company],['ORG'],[71],[152]
PMC7331483,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7331483\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Institutional Review Board of Tongji Medical College, Huazhong University of Science and Technology. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Institutional Review Board of Tongji Medical College, Huazhong University of Science and Technology. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.","[the Institutional Review Board of Tongji Medical College, Huazhong University of Science and Technology, the Institutional Review Board of Tongji Medical College, Huazhong University of Science and Technology]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 129, 318, 376]","[127, 174, 374, 421]"
PMC7332757,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7332757\sections\1_body\5_ethics_statement\1_p.xml,"All experiments were conducted on commercially supplied cell lines. Therefore, ethics approval and written informed consent was not required for this study.",[],[],[],[]
PMC7333219,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7333219\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Welfare and Research Ethics Committee at Jilin University in accordance with the animal welfare laws and the regulations of the Association for Assessment and Accreditation of Laboratory Animal Care (AAALAC).,"[the Animal Welfare and Research Ethics Committee, Jilin University, the Association for Assessment and Accreditation of Laboratory Animal Care]","['ORG', 'ORG', 'ORG']","[46, 98, 181]","[94, 114, 255]"
PMC7338564,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7338564\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by ethical committee from the Fundeni Clinical Institute, Romania. The patients/participants provided their written informed consent to participate in this study.","[the Fundeni Clinical Institute, Romania]","['ORG', 'GPE']","[94, 126]","[124, 133]"
PMC7348038,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7348038\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics Committee of Ehime University School of Medicine. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by University Committee for Animal Research, Ehime University.","[Ethics Committee of Ehime University School of Medicine, University Committee for Animal Research, Ehime University]","['ORG', 'ORG', 'ORG']","[71, 270, 312]","[126, 310, 328]"
PMC7358551,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7358551\sections\1_body\5_ethics_statement\1_p.xml,This study was approved by the Ethic committee of Tianjin Medical University General Hospital and Tianjin First Central Hospital. Patients and healthy controls gave their informed consent. The study was conducted in accordance with the Declaration of Helsinki.,"[Ethic, Tianjin Medical University General Hospital, Tianjin First Central Hospital, the Declaration of Helsinki]","['PERSON', 'ORG', 'ORG', 'WORK_OF_ART']","[31, 50, 98, 232]","[36, 93, 128, 259]"
PMC7363762,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7363762\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by University of Ibadan, University College Hospital Ibadan Ethics Committee. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.","[University of Ibadan, University College Hospital Ibadan Ethics Committee]",['ORG'],[71],[144]
PMC7372119,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7372119\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the First Hospital of Jilin University Ethics Committee (No. 2019–177). The patients/participants provided their written informed consent to participate in this study.,[the First Hospital of Jilin University Ethics Committee],['ORG'],[71],[126]
PMC7381156,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7381156\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Nanjing Medical University. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin. The animal study was reviewed and approved by the Ethics Committee of Nanjing Medical University.,"[the Ethics Committee of Nanjing Medical University, the Ethics Committee of Nanjing Medical University]","['ORG', 'ORG']","[71, 285]","[121, 335]"
PMC7381338,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7381338\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Experimental Ethics Committee of Zhejiang University.,[the Animal Experimental Ethics Committee of Zhejiang University],['ORG'],[46],[109]
PMC7381345,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7381345\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Internal Committee for the Care and Use of Laboratory Animals of the Faculty of Medicine, UNAM, with approved protocol number 027-CIC-2019.","[the Internal Committee for the Care and Use of Laboratory Animals, the Faculty of Medicine, UNAM, 027]","['ORG', 'ORG', 'ORG', 'CARDINAL']","[46, 115, 140, 176]","[111, 138, 144, 179]"
PMC7385414,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7385414\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Ethics Committee of Fujian University of Traditional Chinese Medicine (SCXK#2016005).,[the Animal Ethics Committee of Fujian University of Traditional Chinese Medicine],['ORG'],[46],[126]
PMC7387574,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7387574\sections\1_body\6_ethics_statement\1_p.xml,"The animal protocol was approved by the Standing Committee on Animals at Shanghai Ninth People's Hospital, Shanghai, P.R. China.","[the Standing Committee on Animals, Shanghai Ninth People's Hospital, Shanghai, P.R. China]","['ORG', 'FAC', 'GPE', 'ORG']","[36, 73, 107, 117]","[69, 105, 115, 127]"
PMC7390847,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7390847\sections\1_body\5_ethics_statement\1_p.xml,"The study was approved by the Transplant Complications Working Party of the EBMT institutional review board and conducted in accordance with the Declaration of Helsinki and Good Clinical Practice guidelines. Since 1990, all patients provide informed consent authorizing the use of their personal information for research purposes.","[the Transplant Complications Working Party, EBMT, the Declaration of Helsinki and Good Clinical Practice, 1990]","['ORG', 'ORG', 'WORK_OF_ART', 'DATE']","[26, 76, 141, 214]","[68, 80, 195, 218]"
PMC7393983,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7393983\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of the Capital Region of Denmark (H-15006001). Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,[the Capital Region of Denmark],['LOC'],[95],[124]
PMC7402373,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7402373\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by NRES Committee London, UK – Fulham Research Ethics Committee (fetal tissue) and Camden and Islington Community Local Research Ethics Committee (pediatric tissue). Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.","[NRES Committee London, UK, Fulham Research Ethics Committee, Camden, Islington Community Local Research Ethics Committee]","['ORG', 'GPE', 'ORG', 'GPE', 'ORG']","[71, 94, 99, 151, 162]","[92, 96, 131, 157, 213]"
PMC7403177,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7403177\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Institutional Review Boards at JSHCT and Tokyo Medical and Dental University. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,"[the Institutional Review Boards, JSHCT, Tokyo Medical and Dental University]","['ORG', 'ORG', 'ORG']","[71, 106, 116]","[102, 111, 151]"
PMC7406658,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7406658\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by human ethics committee, the Guangzhou Medical University. The animal study was reviewed and approved by Animal Ethics Committee, University of Macau.","[the Guangzhou Medical University, Animal Ethics Committee, University of Macau]","['ORG', 'ORG', 'ORG']","[95, 175, 200]","[127, 198, 219]"
PMC7411138,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7411138\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by The Clinical Ethics Review Committee at Ningbo First Hospital. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the individual(s), and minor(s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article.","[The Clinical Ethics Review Committee, Ningbo First Hospital]","['ORG', 'ORG']","[71, 111]","[107, 132]"
PMC7411472,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7411472\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Dutch National and Sanquin Internal Ethic Boards. The patients/participants provided their written informed consent to participate in this study.,"[Dutch National, Sanquin Internal Ethic Boards]","['ORG', 'ORG']","[71, 90]","[85, 119]"
PMC7412717,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7412717\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by The Animal Care Committee at First Affiliated Hospital of Wenzhou Medical University.,"[The Animal Care Committee, First Affiliated Hospital of, Wenzhou Medical University]","['ORG', 'ORG', 'ORG']","[46, 75, 104]","[71, 103, 130]"
PMC7413103,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7413103\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Committee of Tongji Hospital.,[the Ethics Committee of Tongji Hospital],['ORG'],[46],[85]
PMC7424071,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7424071\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Sun Yat-sen University Cancer Center. The patients/participants provided their written informed consent to participate in this study.,[the Ethics Committee of Sun Yat-sen University Cancer Center],['ORG'],[71],[131]
PMC7426506,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7426506\sections\1_body\5_ethics_statement\1_p.xml,"This study was approved by the Ethics Committee of the cancer hospital, Chinese Academy of Medical Sciences, and was registered with 
 ","[the Ethics Committee, Chinese Academy of Medical Sciences]","['ORG', 'ORG']","[27, 72]","[47, 107]"
PMC7434987,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7434987\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the National Cheng Kung University Hospital Institutional Review Board. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Animal and Ethics Review Committee of the Laboratory Animal Center at Taipei Medical University. Written informed consent was obtained from the owners for the participation of their animals in this study.,"[Ethics Committee, the National Cheng Kung University Hospital Institutional Review Board, Animal and Ethics Review Committee of the Laboratory Animal Center, Taipei Medical University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 91, 305, 375]","[87, 161, 371, 400]"
PMC7438407,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7438407\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Csongrád County Committee on the Food Chain and Animal Health, Government Office of Csongrád County, Rákóczi tér 1, Szeged 6722 Hungary. Written informed consent was obtained from the owners for the participation of their animals in this study.","[Csongrád County Committee, Animal Health, Government Office, Csongrád County, Rákóczi, 1, Szeged 6722 Hungary]","['ORG', 'ORG', 'GPE', 'GPE', 'CARDINAL', 'ORG']","[46, 94, 130, 147, 159, 162]","[71, 126, 145, 154, 160, 181]"
PMC7438587,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7438587\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by University Committee on Use and Care of Animals of Jiangsu University (2012258).,"[University Committee on Use and Care of Animals of Jiangsu University, 2012258]","['ORG', 'DATE']","[46, 117]","[115, 124]"
PMC7438598,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7438598\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee for Research (ECRA) of Lorestan University. Written informed consent was not required according to local and national guidelines.,"[the Ethics Committee for Research (ECRA, Lorestan University]","['ORG', 'ORG']","[71, 115]","[110, 134]"
PMC7456813,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7456813\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by CEP-Federal University of Bahia. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by CEUA-Hospital São Rafael.,"[CEP-Federal University of Bahia, CEUA-Hospital São Rafael]","['ORG', 'ORG']","[71, 246]","[102, 270]"
